full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Hamza Mendyl,23,877417200,Ligue 1,2019/2020,Defender,Dijon,1442,888,554,Morocco,18,11,7,1,1,0,0,0,0,0,0,5,5,0,18,7,11,8,1,0.06,0,0.06,0.1,0,1442,1.12,80,80,160,0,0.56,181,241,81,8
Haris Belkebla,26,759744000,Ligue 1,2019/2020,Midfielder,Brest,1815,907,908,Algeria,23,11,12,0,0,0,0,0,0,0,0,7,5,2,21,9,12,4,0,0,0,0,0,0,0,1.04,86,79,454,0,0.2,374,375,-1,20
Haris Duljević,26,753436800,Ligue 1,2019/2020,Midfielder,Nîmes,515,268,247,Bosnia and Herzegovina,14,7,7,0,0,0,3,2,1,0,0,3,2,1,11,2,9,0,0,0.52,0.52,0,0,0,0,1.92,47,37,0,172,0,227,5,-1,26
Harold Moukoudi,22,880617600,Ligue 1,2019/2020,Defender,Saint-Étienne,990,360,630,France,11,4,7,0,0,0,0,0,0,0,0,2,1,1,17,5,12,3,0,0,0,0,0,0,0,1.55,58,90,330,0,0.27,275,329,140,30
Hassane Kamara,26,762854400,Ligue 1,2019/2020,Midfielder,Reims,1706,765,941,Gambia,23,10,13,2,0,2,0,0,0,0,0,9,5,4,13,4,9,5,0,0.11,0,0.11,0,0.19,853,0.69,131,74,341,0,0.26,130,320,-1,4
Henry Chukwuemeka Onyekuru,23,865494000,Ligue 1,2019/2020,Forward,Monaco,160,74,86,Nigeria,4,1,3,0,0,0,1,1,0,0,0,1,0,1,4,1,3,0,0,0.56,0.56,0,0,0,0,2.25,40,40,0,160,0,-1,-1,-1,14
Hiang'a Mananga Mbock,20,946368000,Ligue 1,2019/2020,Midfielder,Brest,140,90,50,France,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.64,0,0.64,0,1.8,140,0.64,140,70,0,0,0,-1,-1,-1,10
Hichem Boudaoui,21,938070000,Ligue 1,2019/2020,Midfielder,Nice,492,254,238,Algeria,9,5,4,1,1,0,2,1,1,0,0,1,1,0,9,3,6,3,1,0.55,0.37,0.18,0.35,0,492,1.65,55,55,123,246,0.73,90,12,-1,11
Hiroki Sakai,30,639903600,Ligue 1,2019/2020,Defender,Olympique Marseille,1622,827,795,Japan,21,11,10,0,0,0,0,0,0,0,0,9,4,5,15,6,9,3,0,0,0,0,0,0,0,0.83,108,77,541,0,0.17,318,313,31,21
Houssem Aouar,22,899190000,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,1963,970,993,France,25,12,13,3,1,2,4,3,1,0,0,9,6,3,21,6,15,3,0,0.32,0.18,0.14,0.09,0.18,654,0.96,93,79,654,491,0.14,111,62,-1,4
Hugo Magnetti,22,896511600,Ligue 1,2019/2020,Midfielder,Brest,231,96,135,France,8,3,5,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,0,0,0,0,0,0,0,1.56,58,29,231,0,0.39,-1,-1,-1,16
Hyun-Jun Suk,29,678178800,Ligue 1,2019/2020,Forward,Reims,251,85,166,South Korea,13,6,7,1,0,1,1,1,0,0,0,6,3,3,2,0,2,3,0,0.72,0.36,0.36,0,0.54,251,0.72,126,19,84,251,1.08,-1,-1,-1,9
Ibrahim Cissé,24,831020400,Ligue 1,2019/2020,Defender,Angers SCO,61,61,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.48,61,61,61,0,1.48,-1,-1,-1,19
Ibrahim Cissé,21,916041600,Ligue 1,2019/2020,Defender,Nice,48,34,14,Côte d'Ivoire,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.88,48,24,0,0,0,-1,-1,-1,24
Ibrahim Sangaré,22,881049600,Ligue 1,2019/2020,Midfielder,Toulouse,2177,990,1187,Côte d'Ivoire,25,11,14,0,0,0,1,1,0,0,0,2,1,1,48,18,30,8,0,0.04,0.04,0,0,0,0,1.98,45,87,272,2177,0.33,383,209,-1,26
Ibrahima Diallo,21,920880000,Ligue 1,2019/2020,Midfielder,Brest,1563,816,747,France,19,10,9,0,0,0,1,0,1,0,0,6,6,0,24,6,18,2,0,0.06,0.06,0,0,0,0,1.38,65,82,782,1563,0.12,375,183,-1,14
Ibrahima Niane,21,921139200,Ligue 1,2019/2020,Forward,Metz,946,451,495,Senegal,21,10,11,3,2,1,0,0,0,1,0,6,1,5,9,4,5,0,0,0.29,0,0.29,0.4,0.18,315,0.86,105,45,0,0,0,56,351,-1,3
Ibrahima Sissoko,23,877939200,Ligue 1,2019/2020,Midfielder,Strasbourg,1597,636,961,France,23,10,13,0,0,0,1,0,1,0,0,8,4,4,17,7,10,5,0,0.06,0.06,0,0,0,0,0.96,94,69,319,1597,0.28,247,174,-1,17
Idrissa Gana Gueye,31,622796400,Ligue 1,2019/2020,Midfielder,PSG,1655,883,772,Senegal,20,10,10,1,1,0,2,2,0,0,0,11,7,4,15,8,7,2,0,0.16,0.11,0.05,0.1,0,1655,0.82,110,83,828,828,0.11,188,119,-1,13
Ignatius Kpene Ganago,21,919152000,Ligue 1,2019/2020,Forward,Nice,1233,609,624,Cameroon,26,13,13,3,2,1,1,1,0,0,0,3,1,2,18,9,9,0,0,0.29,0.07,0.22,0.3,0.14,411,1.31,69,47,0,1233,0,78,162,-1,4
Ihsan Sacko,23,869295600,Ligue 1,2019/2020,Midfielder,Nice,145,92,53,France,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.86,48,48,0,0,0,-1,-1,-1,26
Il-Lok Yun,28,699955200,Ligue 1,2019/2020,Forward,Montpellier,118,11,107,South Korea,5,2,3,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.53,59,24,0,0,0,-1,-1,-1,11
Imran Louza,21,925542000,Ligue 1,2019/2020,Midfielder,Nantes,2012,1005,1007,France,24,12,12,2,1,1,2,0,2,0,0,9,6,3,22,9,13,4,0,0.18,0.09,0.09,0.09,0.09,1006,0.98,91,84,503,1006,0.18,150,147,-1,5
Irvin Cardona,23,871023600,Ligue 1,2019/2020,Forward,Brest,1449,703,746,France,21,10,11,6,3,3,3,2,1,0,0,6,4,2,21,7,14,3,0,0.56,0.19,0.37,0.38,0.36,242,1.3,69,69,483,483,0.19,34,52,-1,1
Isaac Lihadji,18,1018422000,Ligue 1,2019/2020,Forward,Olympique Marseille,23,0,23,France,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,17
Isaac Mbenza,24,826272000,Ligue 1,2019/2020,Forward,Amiens SC,83,21,62,Belgium,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.17,42,28,0,0,0,-1,-1,-1,27
Islam Slimani,32,582620400,Ligue 1,2019/2020,Forward,Monaco,1285,707,578,Algeria,18,9,9,9,4,5,7,6,1,1,0,4,2,2,18,11,7,6,1,1.12,0.49,0.63,0.51,0.78,143,1.26,71,71,214,184,0.42,11,7,-1,2
Ismael Aaneba,21,927961200,Ligue 1,2019/2020,Defender,Strasbourg,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ismaël Traoré,34,524732400,Ligue 1,2019/2020,Defender,Angers SCO,2053,1153,900,Côte d'Ivoire,23,13,10,0,0,0,0,0,0,0,0,10,6,4,21,11,10,4,0,0,0,0,0,0,0,0.92,98,89,513,0,0.18,220,220,44,16
Issiaga Sylla,26,757411200,Ligue 1,2019/2020,Defender,Toulouse,2520,1170,1350,Guinea,28,13,15,0,0,0,2,0,2,0,0,3,2,1,52,20,32,2,0,0.07,0.07,0,0,0,0,1.86,48,90,1260,1260,0.07,378,172,155,23
Ivann Botella,21,930553200,Ligue 1,2019/2020,Forward,Strasbourg,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jack Lahne,19,1003906800,Ligue 1,2019/2020,Forward,Amiens SC,8,0,8,Sweden,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,11.25,0,11.25,8,0,0,8,0,0,0,-1,-1,-1,14
Jacques-Alaixys Romao,36,443260800,Ligue 1,2019/2020,Midfielder,Reims,1785,893,892,Togo,22,11,11,0,0,0,0,0,0,0,0,11,8,3,13,4,9,11,2,0,0,0,0,0,0,0.66,137,81,162,0,0.55,323,319,-1,23
Jakob Johansson,30,645951600,Ligue 1,2019/2020,Midfielder,Rennes,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
James Edward Lea Siliki,24,834562800,Ligue 1,2019/2020,Midfielder,Rennes,1078,551,527,France,20,12,8,0,0,0,0,0,0,0,0,7,3,4,5,2,3,4,0,0,0,0,0,0,0,0.42,216,54,270,0,0.33,297,296,-1,22
Janis Antiste,18,1029654000,Ligue 1,2019/2020,Forward,Toulouse,11,11,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,30
Jason Denayer,25,804322800,Ligue 1,2019/2020,Defender,Olympique Lyonnais,2132,1074,1058,Belgium,25,12,13,0,0,0,1,1,0,0,0,9,6,3,22,6,16,0,0,0.04,0.04,0,0,0,0,0.93,97,85,0,2132,0,313,208,46,23
Jason Mbock,21,941443200,Ligue 1,2019/2020,Forward,Angers SCO,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jean Emile Junior Onana Onana,20,947318400,Ligue 1,2019/2020,Defender,Lille,80,80,0,Cameroon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.25,40,80,0,0,0,-1,-1,-1,25
Jean Eudès Aholou,26,764150400,Ligue 1,2019/2020,Midfielder,Saint-Étienne,633,313,320,Côte d'Ivoire,11,6,5,1,0,1,1,0,1,0,0,1,1,0,9,3,6,4,1,0.28,0.14,0.14,0,0.28,633,1.28,70,58,127,633,0.71,114,94,-1,10
Jean Lucas de Souza Oliveira,22,898498800,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,191,95,96,Brazil,11,5,6,1,1,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0.47,0,0.47,0.95,0,191,0,0,17,64,0,1.41,-1,-1,-1,10
Jean Marcelin,20,950342400,Ligue 1,2019/2020,Defender,Monaco,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jean-Charles Castelletto,25,791107200,Ligue 1,2019/2020,Defender,Brest,1841,924,917,France,22,11,11,1,1,0,0,0,0,0,0,6,5,1,29,8,21,4,1,0.05,0,0.05,0.1,0,1841,1.42,63,84,368,0,0.24,182,374,117,13
Jean-Kévin Augustin,23,866444400,Ligue 1,2019/2020,Forward,Monaco,260,138,122,France,10,6,4,0,0,0,0,0,0,0,0,3,2,1,4,3,1,0,0,0,0,0,0,0,0,1.38,65,26,0,0,0,-1,-1,-1,11
Jean-Kevin Duverne,23,868690800,Ligue 1,2019/2020,Defender,Brest,1177,540,637,France,14,6,8,0,0,0,0,0,0,0,0,4,2,2,18,5,13,0,0,0,0,0,0,0,0,1.38,65,84,0,0,0,241,261,114,23
Jean-Victor Makengo,22,897634800,Ligue 1,2019/2020,Midfielder,Toulouse,988,266,722,France,19,8,11,2,2,0,0,0,0,0,0,3,2,1,19,4,15,1,0,0.18,0,0.18,0.68,0,494,1.73,52,52,988,0,0.09,89,382,-1,4
Jeanricner Bellegarde,22,898930800,Ligue 1,2019/2020,Midfielder,Strasbourg,1499,608,891,France,24,11,13,0,0,0,0,0,0,0,0,7,4,3,17,6,11,2,0,0,0,0,0,0,0,1.02,88,62,750,0,0.12,340,341,-1,13
Jeff Reine-Adelaide,22,885024000,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,869,550,319,France,15,9,6,3,2,1,2,1,1,0,0,3,2,1,10,3,7,3,0,0.52,0.21,0.31,0.33,0.28,290,1.04,87,58,290,435,0.31,49,44,-1,5
Jemerson,28,714639600,Ligue 1,2019/2020,Defender,Monaco,1060,552,508,Brazil,13,7,6,0,0,0,0,0,0,0,0,3,1,2,15,8,7,3,1,0,0,0,0,0,0,1.27,71,82,265,0,0.34,305,303,105,25
Jérémy Gelin,23,861865200,Ligue 1,2019/2020,Defender,Rennes,922,430,492,France,14,7,7,0,0,0,0,0,0,0,0,5,1,4,8,6,2,1,0,0,0,0,0,0,0,0.78,115,66,922,0,0.1,296,294,25,23
Jeremy Grimm,33,543830400,Ligue 1,2019/2020,Midfielder,Strasbourg,0,0,0,France,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jérémy Morel,36,449740800,Ligue 1,2019/2020,Defender,Rennes,1806,906,900,France,21,11,10,1,0,1,0,0,0,0,0,7,2,5,15,8,7,2,0,0.05,0,0.05,0,0.1,1806,0.75,120,86,903,0,0.1,183,293,22,8
Jérémy Pied,31,604224000,Ligue 1,2019/2020,Defender,Lille,450,180,270,France,5,2,3,0,0,0,0,0,0,0,0,1,1,0,5,1,4,2,0,0,0,0,0,0,0,1,90,90,225,0,0.4,391,390,55,17
Jesé,27,730713600,Ligue 1,2019/2020,Forward,PSG,0,0,0,Spain,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jessy Moulin,34,505987200,Ligue 1,2019/2020,Goalkeeper,Saint-Étienne,450,270,180,France,5,3,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.4,225,90,0,0,0,278,298,3,27
Jhonder Leonel Cádiz Fernández,25,807001200,Ligue 1,2019/2020,Forward,Dijon,791,344,447,Venezuela,17,8,9,2,1,1,2,1,1,0,0,3,3,0,12,5,7,3,0,0.46,0.23,0.23,0.26,0.2,396,1.37,66,47,264,396,0.34,72,35,-1,5
Jimmy Briand,35,491814000,Ligue 1,2019/2020,Forward,Bordeaux,1527,687,840,France,22,10,12,7,4,3,1,0,1,1,0,5,3,2,16,6,10,1,0,0.47,0.06,0.41,0.52,0.32,218,0.94,95,69,1527,1527,0.06,29,180,-1,1
Joachim Andersen,24,833526000,Ligue 1,2019/2020,Defender,Olympique Lyonnais,1530,630,900,Denmark,18,7,11,1,0,1,0,0,0,0,0,4,2,2,15,5,10,3,0,0.06,0,0.06,0,0.1,1530,0.88,102,85,510,0,0.18,177,308,39,9
John Boye,33,546159600,Ligue 1,2019/2020,Defender,Metz,2116,1126,990,Ghana,24,13,11,2,2,0,0,0,0,0,0,8,3,5,26,13,13,6,0,0.09,0,0.09,0.16,0,1058,1.11,81,88,353,0,0.26,151,355,79,4
John Stiven Mendoza Valencia,28,709628400,Ligue 1,2019/2020,Forward,Amiens SC,1102,567,535,Colombia,15,8,7,5,2,3,0,0,0,0,0,2,1,1,26,12,14,2,0,0.41,0,0.41,0.32,0.5,220,2.12,42,73,551,0,0.16,28,259,-1,2
Johnathan Panzo,20,972457200,Ligue 1,2019/2020,Defender,Monaco,106,106,0,England,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3.4,27,53,0,0,0,-1,-1,-1,24
Jonas Martin,30,639644400,Ligue 1,2019/2020,Midfielder,Rennes,359,171,188,France,6,3,3,0,0,0,0,0,0,0,1,2,0,2,4,3,1,1,0,0,0,0,0,0,0,1,90,60,359,0,0.25,339,340,-1,19
Jonathan Bamba,24,827827200,Ligue 1,2019/2020,Forward,Lille,1942,1044,898,France,26,14,12,1,1,0,4,2,2,1,2,11,8,3,18,6,12,1,0,0.23,0.19,0.05,0.09,0,1942,0.83,108,75,1942,486,0.05,190,53,-1,8
Jonathan Bumbu,21,918720000,Ligue 1,2019/2020,Midfielder,Amiens SC,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonathan Cafu,29,679129200,Ligue 1,2019/2020,Midfielder,Bordeaux,201,180,21,Brazil,3,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0.9,101,67,0,0,0,-1,-1,-1,14
Jordan Amavi,26,763200000,Ligue 1,2019/2020,Defender,Olympique Marseille,2163,1129,1034,France,26,14,12,1,1,0,1,0,1,0,0,10,4,6,17,10,7,9,0,0.08,0.04,0.04,0.08,0,2163,0.71,127,83,240,2163,0.37,203,210,16,8
Jordan Ferri,28,700387200,Ligue 1,2019/2020,Midfielder,Montpellier,1153,574,579,France,16,7,9,0,0,0,0,0,0,0,0,3,3,0,17,4,13,2,1,0,0,0,0,0,0,1.33,68,72,384,0,0.23,289,288,-1,25
Jordan Lefort,27,744879600,Ligue 1,2019/2020,Defender,Amiens SC,840,326,514,France,10,4,6,0,0,0,1,1,0,0,0,0,0,0,22,7,15,2,0,0.11,0.11,0,0,0,0,2.36,38,84,420,840,0.21,283,125,162,25
Jordan Marié,29,686127600,Ligue 1,2019/2020,Midfielder,Dijon,195,81,114,France,8,4,4,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0.46,195,24,0,0,0,-1,-1,-1,14
Jorge,24,828000000,Ligue 1,2019/2020,Defender,Monaco,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joris Chotard,19,1001314800,Ligue 1,2019/2020,Midfielder,Montpellier,1252,665,587,France,20,11,9,0,0,0,0,0,0,0,0,7,6,1,17,8,9,5,1,0,0,0,0,0,0,1.22,74,63,250,0,0.36,291,289,-1,23
Joris Gnagnon,23,853142400,Ligue 1,2019/2020,Defender,Rennes,1274,542,732,Côte d'Ivoire,19,8,11,0,0,0,1,1,0,0,0,7,2,5,14,6,8,2,0,0.07,0.07,0,0,0,0,0.99,91,67,637,1274,0.14,264,173,54,15
Joris Kayembe Ditu,26,776329200,Ligue 1,2019/2020,Midfielder,Nantes,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jose Fonte,36,440928000,Ligue 1,2019/2020,Defender,Lille,2206,1216,990,Portugal,25,14,11,1,0,1,1,1,0,0,0,11,8,3,22,9,13,4,0,0.08,0.04,0.04,0,0.09,2206,0.9,100,88,552,2206,0.16,213,213,42,11
Josh Maja,21,914745600,Ligue 1,2019/2020,Forward,Bordeaux,722,363,359,England,21,10,11,6,4,2,2,1,1,0,0,4,3,1,5,2,3,0,0,1,0.25,0.75,0.99,0.5,120,0.62,144,34,0,361,0,6,30,-1,2
Josué Homawoo,23,879321600,Ligue 1,2019/2020,Defender,Nantes,44,0,44,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,19
Juan Bernat,27,730972800,Ligue 1,2019/2020,Defender,PSG,1390,888,502,Spain,18,10,8,0,0,0,4,3,1,0,0,10,6,4,13,8,5,5,0,0.26,0.26,0,0,0,0,0.84,107,77,278,348,0.32,353,29,35,28
Juan Ferney Otero Tovar,25,801471600,Ligue 1,2019/2020,Forward,Amiens SC,1206,605,601,Colombia,18,10,8,1,1,0,2,2,0,0,0,4,2,2,19,13,6,1,1,0.22,0.15,0.07,0.15,0,1206,1.42,63,67,603,603,0.15,162,85,-1,11
Julian Draxler,27,748508400,Ligue 1,2019/2020,Midfielder,PSG,685,396,289,Germany,11,5,6,0,0,0,4,2,2,0,0,4,4,0,9,2,7,5,0,0.53,0.53,0,0,0,0,1.18,76,62,137,171,0.66,356,3,-1,25
Julien Fabri,26,760435200,Ligue 1,2019/2020,Goalkeeper,Brest,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Julien Faussurier,33,537609600,Ligue 1,2019/2020,Defender,Brest,1980,1080,900,France,22,12,10,2,1,1,3,1,2,0,0,7,6,1,28,8,20,1,0,0.23,0.14,0.09,0.08,0.1,990,1.27,71,90,1980,660,0.05,143,95,107,7
Júlio Tavares,31,595929600,Ligue 1,2019/2020,Forward,Dijon,1997,990,1007,Cape Verde,23,11,12,5,3,2,2,1,1,1,0,5,4,1,26,9,17,0,0,0.32,0.09,0.23,0.27,0.18,399,1.17,77,87,0,999,0,69,141,-1,2
Kader Bamba,26,767257200,Ligue 1,2019/2020,Midfielder,Nantes,1468,753,715,France,27,13,14,1,0,1,3,1,2,0,0,10,7,3,13,4,9,5,0,0.25,0.18,0.06,0,0.13,1468,0.8,113,54,294,489,0.31,174,58,-1,9
Kaj Sierhuis,22,893660400,Ligue 1,2019/2020,Forward,Reims,13,13,0,Netherlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,13
Kalidou Sidibé,21,917510400,Ligue 1,2019/2020,Midfielder,Toulouse,87,33,54,France,4,2,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1.03,87,22,0,0,0,-1,-1,-1,22
Kalifa Coulibaly,29,682758000,Ligue 1,2019/2020,Forward,Nantes,1616,974,642,Mali,21,12,9,4,1,3,0,0,0,0,0,9,7,2,13,7,6,1,0,0.22,0,0.22,0.09,0.42,404,0.72,124,77,1616,0,0.06,79,334,-1,3
Kamil Glik,32,570873600,Ligue 1,2019/2020,Defender,Monaco,2070,1170,900,Poland,23,13,10,1,1,0,0,0,0,0,0,7,4,3,34,20,14,5,0,0.04,0,0.04,0.08,0,2070,1.48,61,90,414,0,0.22,215,387,125,8
Karl Toko Ekambi,28,716454000,Ligue 1,2019/2020,Forward,Olympique Lyonnais,538,258,280,Cameroon,8,4,4,2,1,1,1,0,1,0,0,4,3,1,5,1,4,2,0,0.5,0.17,0.33,0.35,0.32,269,0.84,108,67,269,538,0.33,43,71,-1,6
Kasper Dolberg,23,876121200,Ligue 1,2019/2020,Forward,Nice,1895,1082,813,Denmark,23,13,10,11,9,2,3,2,1,0,0,4,2,2,26,15,11,2,0,0.66,0.14,0.52,0.75,0.22,172,1.23,73,82,948,632,0.09,17,91,-1,1
Keagan Dolly,27,727689600,Ligue 1,2019/2020,Midfielder,Montpellier,143,31,112,South Africa,6,3,3,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,1.26,72,24,143,0,0.63,-1,-1,-1,22
Keita Baldé Diao,25,794649600,Ligue 1,2019/2020,Forward,Monaco,853,389,464,Senegal,21,9,12,4,4,0,1,0,1,0,0,6,3,3,13,5,8,4,0,0.53,0.11,0.42,0.93,0,213,1.37,66,41,213,853,0.42,25,122,-1,3
Kelvin Amian Adou,22,886924800,Ligue 1,2019/2020,Defender,Toulouse,1630,730,900,France,20,10,10,0,0,0,2,2,0,0,0,2,2,0,37,14,23,3,0,0.11,0.11,0,0,0,0,2.04,44,82,543,815,0.17,380,113,159,29
Kelyan Guessoum,21,918201600,Ligue 1,2019/2020,Defender,Nîmes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kenny Lala,29,686473200,Ligue 1,2019/2020,Defender,Strasbourg,2040,1023,1017,France,25,13,12,2,2,0,1,0,1,2,0,8,4,4,20,12,8,1,0,0.13,0.04,0.09,0.18,0,1020,0.88,102,82,2040,2040,0.04,147,211,40,5
Kenny Tete,25,813222000,Ligue 1,2019/2020,Defender,Olympique Lyonnais,1064,544,520,Netherlands,18,8,10,0,0,0,1,0,1,0,0,5,3,2,12,5,7,1,0,0.08,0.08,0,0,0,0,1.02,89,59,1064,1064,0.08,302,158,61,18
Kévin Lucien Zohi,23,850982400,Ligue 1,2019/2020,Midfielder,Strasbourg,525,186,339,Côte d'Ivoire,17,8,9,1,0,1,1,0,1,0,0,5,3,2,2,0,2,1,0,0.34,0.17,0.17,0,0.27,525,0.34,263,31,525,525,0.17,102,66,-1,10
Kévin Mayi,27,726998400,Ligue 1,2019/2020,Forward,Brest,2,0,2,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,15
Kévin Monnet-Paquet,32,587977200,Ligue 1,2019/2020,Forward,Saint-Étienne,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kevin N'Doram,24,822297600,Ligue 1,2019/2020,Defender,Metz,1646,656,990,France,20,9,11,0,0,0,0,0,0,0,0,6,2,4,22,9,13,2,0,0,0,0,0,0,0,1.2,75,82,823,0,0.11,346,349,98,22
Kevin Strootman,30,634896000,Ligue 1,2019/2020,Midfielder,Olympique Marseille,1408,768,640,Netherlands,25,13,12,2,1,1,3,2,1,1,0,11,4,7,14,5,9,7,0,0.32,0.19,0.13,0.12,0.14,704,0.89,101,56,201,469,0.45,118,55,-1,5
Keylor Navas,33,535017600,Ligue 1,2019/2020,Goalkeeper,PSG,1890,990,900,Costa Rica,21,11,10,0,0,0,0,0,0,0,0,11,7,4,16,7,9,0,0,0,0,0,0,0,0,0.76,118,90,0,0,0,240,251,24,15
Khéphren Thuram-Ulie,19,985593600,Ligue 1,2019/2020,Midfielder,Nice,588,266,322,France,14,6,8,0,0,0,0,0,0,0,0,4,2,2,7,5,2,1,0,0,0,0,0,0,0,1.07,84,42,588,0,0.15,280,277,-1,25
Kouadio Kone,19,990082800,Ligue 1,2019/2020,Midfielder,Toulouse,875,271,604,France,13,4,9,0,0,0,0,0,0,0,0,1,0,1,18,4,14,5,1,0,0,0,0,0,0,1.85,49,67,175,0,0.51,238,239,-1,18
Kylian Kaïboué,22,903596400,Ligue 1,2019/2020,Midfielder,Montpellier,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kylian Mbappé,21,914140800,Ligue 1,2019/2020,Forward,PSG,1515,848,667,France,20,11,9,18,11,7,5,2,3,0,0,10,7,3,16,9,7,0,0,1.37,0.3,1.07,1.17,0.94,84,0.95,95,76,0,303,0,1,19,-1,1
