full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Frenkie de Jong,23,863420400,La Liga,2019/2020,Midfielder,FC Barcelona,2121,894,1227,Netherlands,29,14,15,2,1,1,2,2,0,0,0,9,4,5,24,7,17,3,1,0.17,0.08,0.08,0.1,0.07,1061,1.02,88,73,707,1061,0.13,171,160,-1,11
Fyodor Smolov,30,634550400,La Liga,2019/2020,Forward,Celta de Vigo,748,425,323,Russia,14,7,7,2,1,1,0,0,0,0,0,6,2,4,7,3,4,4,0,0.24,0,0.24,0.21,0.28,374,0.84,107,53,187,0,0.48,66,260,-1,6
Gabriel Matías Fernández Leites,26,768812400,La Liga,2019/2020,Forward,Celta de Vigo,572,329,243,Uruguay,20,10,10,1,1,0,1,0,1,0,0,5,3,2,8,5,3,5,1,0.31,0.16,0.16,0.27,0,572,1.26,72,29,114,572,0.79,112,75,-1,11
Gabriel Paulista,29,659606400,La Liga,2019/2020,Defender,Valencia CF,2802,1453,1349,Brazil,33,17,16,1,1,0,1,0,1,0,0,7,6,1,41,12,29,5,0,0.06,0.03,0.03,0.06,0,2802,1.32,68,85,560,2802,0.16,258,237,125,13
Gaizka Larrazabal Goikoetxea,23,856166400,La Liga,2019/2020,Midfielder,Athletic Club Bilbao,244,23,221,Spain,10,2,8,0,0,0,0,0,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0.74,122,24,0,0,0,-1,-1,-1,18
Gareth Bale,31,616575600,La Liga,2019/2020,Forward,Real Madrid,1092,408,684,Wales,16,7,9,2,0,2,2,1,1,0,0,6,2,4,9,4,5,4,1,0.33,0.16,0.16,0,0.26,546,0.74,121,68,273,546,0.33,114,78,-1,12
Genaro Rodríguez Serrano,22,890640000,La Liga,2019/2020,Defender,Sevilla FC,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Geoffrey Kondogbia,27,729763200,La Liga,2019/2020,Midfielder,Valencia CF,1807,961,846,France,27,14,13,1,1,0,1,1,0,0,0,5,5,0,27,10,17,6,0,0.1,0.05,0.05,0.09,0,1807,1.34,67,67,301,1807,0.3,218,210,-1,10
Gerard Moreno,28,702630000,La Liga,2019/2020,Forward,Villarreal,2754,1338,1416,Spain,35,17,18,18,10,8,5,4,1,1,1,12,7,5,36,17,19,5,0,0.75,0.16,0.59,0.67,0.51,153,1.18,77,79,551,551,0.16,6,74,-1,1
Gerard Piqué,33,539251200,La Liga,2019/2020,Defender,FC Barcelona,3096,1671,1425,Spain,35,19,16,1,1,0,0,0,0,0,0,13,8,5,32,13,19,15,0,0.03,0,0.03,0.05,0,3096,0.93,97,88,206,0,0.44,246,291,46,14
Germán Sánchez Barahona,33,534758400,La Liga,2019/2020,Defender,Granada CF,2295,1324,971,Spain,28,15,13,2,1,1,0,0,0,0,0,8,5,3,28,14,14,12,1,0.08,0,0.08,0.07,0.09,1148,1.1,82,82,191,0,0.47,170,334,73,7
Germán Valera Karabinaite,18,1016265600,La Liga,2019/2020,Forward,Atlético Madrid,3,3,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,14
Gil Dias,24,843894000,La Liga,2019/2020,Forward,Granada CF,349,227,122,Portugal,12,7,5,0,0,0,1,1,0,0,0,3,1,2,2,2,0,1,0,0.26,0.26,0,0,0,0,0.52,175,29,349,349,0.26,319,21,-1,18
Giorgi Kochorashvili,21,930639600,La Liga,2019/2020,Midfielder,Levante UD,1,1,0,Georgia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,15
Gonçalo Guedes,23,849254400,La Liga,2019/2020,Midfielder,Valencia CF,1266,787,479,Portugal,21,11,10,2,1,1,2,2,0,0,0,3,3,0,20,6,14,3,0,0.28,0.14,0.14,0.11,0.19,633,1.42,63,60,422,633,0.21,135,101,-1,8
Gonzalo Ávila Gordon,22,885801600,La Liga,2019/2020,Midfielder,RCD Espanyol,473,188,285,Spain,7,3,4,0,0,0,0,0,0,0,0,2,1,1,6,4,2,2,0,0,0,0,0,0,0,1.14,79,68,237,0,0.38,328,316,-1,14
Gonzalo Escalante,27,733219200,La Liga,2019/2020,Midfielder,SD Eibar,1672,900,772,Argentina,23,13,10,0,0,0,1,1,0,0,0,7,4,3,30,15,15,9,1,0.05,0.05,0,0,0,0,1.61,56,73,186,1672,0.48,264,203,-1,22
Gonzalo Julián Melero Manzanares,26,757497600,La Liga,2019/2020,Midfielder,Levante UD,1238,496,742,Spain,25,11,14,2,0,2,1,0,1,1,0,3,3,0,17,5,12,4,0,0.22,0.07,0.15,0,0.24,619,1.24,73,50,310,1238,0.29,125,180,-1,8
Gonzalo Pereira Cejudo,23,855907200,La Liga,2019/2020,Defender,Levante UD,13,13,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.92,13,13,0,0,0,-1,-1,-1,17
Guido Marcelo Carrillo,29,675154800,La Liga,2019/2020,Forward,Leganés,1207,676,531,Argentina,24,13,11,1,1,0,2,0,2,0,0,4,3,1,17,11,6,2,0,0.22,0.15,0.07,0.13,0,1207,1.27,71,50,604,604,0.15,188,84,-1,5
Guido Rodríguez,26,766134000,La Liga,2019/2020,Midfielder,Real Betis,938,482,456,Argentina,14,7,7,1,1,0,0,0,0,0,0,4,3,1,14,7,7,5,0,0.1,0,0.1,0.19,0,938,1.34,67,67,188,0,0.48,156,259,-1,14
Guillermo Maripán,26,768207600,La Liga,2019/2020,Defender,Deportivo Alavés,90,90,0,Chile,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,32
Gustavo Adrián Ramos Vásquez,34,506764800,La Liga,2019/2020,Forward,Granada CF,222,29,193,Colombia,7,3,4,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,0,0,0,0,0,2.43,37,32,0,0,0,-1,-1,-1,27
Hatem Ben Arfa,33,542102400,La Liga,2019/2020,Midfielder,Real Valladolid,158,40,118,France,5,3,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1.14,79,32,158,0,0.57,-1,-1,-1,14
Héctor Junior Firpo Adames,24,840697200,La Liga,2019/2020,Defender,FC Barcelona,1011,607,404,Dominican Republic,17,9,8,1,0,1,1,1,0,0,0,7,3,4,11,6,5,5,0,0.18,0.09,0.09,0,0.22,1011,0.98,92,59,202,1011,0.45,161,140,54,12
Héctor Miguel Herrera López,30,640508400,La Liga,2019/2020,Midfielder,Atlético Madrid,1120,553,567,Mexico,21,9,12,0,0,0,2,0,2,0,0,10,5,5,6,4,2,1,0,0.16,0.16,0,0,0,0,0.48,187,53,1120,560,0.08,421,76,-1,25
Hernâni Jorge Santos Fortes,29,682671600,La Liga,2019/2020,Forward,Levante UD,643,359,284,Portugal,20,11,9,2,1,1,0,0,0,0,0,3,2,1,9,4,5,3,1,0.28,0,0.28,0.25,0.32,322,1.26,71,32,214,0,0.42,52,413,-1,6
Hugo Duro Perales,21,942220800,La Liga,2019/2020,Forward,Getafe CF,374,184,190,Spain,12,4,8,1,1,0,1,0,1,0,0,5,1,4,6,4,2,3,0,0.48,0.24,0.24,0.49,0,374,1.44,62,31,125,374,0.72,67,33,-1,8
Hugo Guillamón Sanmartín,20,949305600,La Liga,2019/2020,Defender,Valencia CF,494,270,224,Spain,6,3,3,0,0,0,0,0,0,0,0,2,2,0,6,0,6,3,0,0,0,0,0,0,0,1.09,82,82,165,0,0.55,321,264,69,18
Hugo Mallo,29,677574000,La Liga,2019/2020,Defender,Celta de Vigo,1963,947,1016,Spain,27,14,13,0,0,0,1,1,0,0,0,9,5,4,22,8,14,7,0,0.05,0.05,0,0,0,0,1.01,89,73,280,1963,0.32,403,208,58,19
Iago Aspas,33,554799600,La Liga,2019/2020,Forward,Celta de Vigo,3268,1664,1604,Spain,37,19,18,14,7,7,3,0,3,5,2,11,6,5,44,18,26,9,0,0.47,0.08,0.39,0.38,0.39,233,1.21,74,88,363,1089,0.25,30,163,-1,1
Iago Domínguez Rodríguez,18,1006416000,La Liga,2019/2020,Goalkeeper,Celta de Vigo,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Iago Herrerín,32,570096000,La Liga,2019/2020,Goalkeeper,Athletic Club Bilbao,424,154,270,Spain,5,2,3,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,1.49,61,85,0,0,0,395,286,153,19
Ibai Gomez,30,626774400,La Liga,2019/2020,Midfielder,Athletic Club Bilbao,688,448,240,Spain,17,11,6,0,0,0,0,0,0,0,0,6,5,1,5,2,3,0,0,0,0,0,0,0,0,0.65,138,40,0,0,0,408,253,-1,16
Ibrahim Amadou,27,734079600,La Liga,2019/2020,Midfielder,Leganés,772,347,425,Cameroon,10,4,6,0,0,0,0,0,0,0,0,4,1,3,10,7,3,2,0,0,0,0,0,0,0,1.17,77,77,386,0,0.23,318,267,-1,14
Iddrisu Baba Mohammed,24,822297600,La Liga,2019/2020,Midfielder,RCD Mallorca,2914,1528,1386,Ghana,36,19,17,0,0,0,0,0,0,0,0,5,5,0,53,19,34,6,0,0,0,0,0,0,0,1.64,55,81,486,0,0.19,278,353,-1,28
Ignacio Peña Sotorres,21,920361600,La Liga,2019/2020,Goalkeeper,FC Barcelona,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Igor Zubeldia,23,859708800,La Liga,2019/2020,Midfielder,Real Sociedad,2639,1299,1340,Spain,33,16,17,0,0,0,1,0,1,0,0,7,5,2,36,15,21,9,0,0.03,0.03,0,0,0,0,1.23,73,80,293,2639,0.31,337,238,-1,23
Iker Losada Aragunde,19,996649200,La Liga,2019/2020,Midfielder,Celta de Vigo,11,11,0,Spain,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18,0,8.18,8.18,0,11,0,0,6,0,0,0,-1,-1,-1,12
Iker Muniain,27,724752000,La Liga,2019/2020,Forward,Athletic Club Bilbao,2392,1357,1035,Spain,31,16,15,5,5,0,2,0,2,0,0,9,6,3,25,11,14,5,1,0.26,0.08,0.19,0.33,0,478,0.94,96,77,399,1196,0.23,95,164,-1,3
Iñaki Álvarez Goñi,0,0,La Liga,2019/2020,Goalkeeper,CA Osasuna,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Iñaki Williams,26,771663600,La Liga,2019/2020,Forward,Athletic Club Bilbao,2958,1556,1402,Spain,38,19,19,6,2,4,1,0,1,1,1,12,8,4,29,12,17,3,0,0.21,0.03,0.18,0.12,0.26,493,0.88,102,78,986,2958,0.09,100,244,-1,2
Iñigo Córdoba,23,858240000,La Liga,2019/2020,Midfielder,Athletic Club Bilbao,1455,791,664,Spain,24,12,12,1,0,1,4,2,2,0,0,9,6,3,14,5,9,4,0,0.31,0.25,0.06,0,0.14,1455,0.87,104,61,364,364,0.25,204,27,-1,11
Íñigo Lekue,27,736498800,La Liga,2019/2020,Defender,Athletic Club Bilbao,617,112,505,Spain,14,5,9,0,0,0,1,0,1,0,0,3,2,1,11,2,9,0,0,0.15,0.15,0,0,0,0,1.6,56,44,0,617,0,279,83,166,15
Iñigo Martínez,29,674463600,La Liga,2019/2020,Defender,Athletic Club Bilbao,2970,1530,1440,Spain,33,17,16,1,1,0,1,0,1,0,0,11,7,4,30,12,18,10,0,0.06,0.03,0.03,0.06,0,2970,0.91,99,90,297,2970,0.3,244,230,42,12
Iñigo Pérez Soto,32,569491200,La Liga,2019/2020,Midfielder,CA Osasuna,1074,634,440,Spain,22,13,9,2,2,0,1,1,0,0,0,6,4,2,21,14,7,4,0,0.25,0.08,0.17,0.28,0,537,1.76,51,49,269,1074,0.34,105,153,-1,7
Isco,28,703839600,La Liga,2019/2020,Midfielder,Real Madrid,1188,333,855,Spain,23,10,13,1,0,1,2,0,2,0,0,11,6,5,7,1,6,2,0,0.23,0.15,0.08,0,0.11,1188,0.53,170,52,594,594,0.15,177,85,-1,14
Ismael Gutiérrez Montilla,20,965631600,La Liga,2019/2020,Midfielder,Deportivo Alavés,83,71,12,Spain,3,1,2,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1.08,83,28,83,0,1.08,-1,-1,-1,23
İsmail Köybaşı,31,616057200,La Liga,2019/2020,Defender,Granada CF,232,96,136,Turkey,4,2,2,0,0,0,0,0,0,0,0,1,1,0,3,0,3,1,0,0,0,0,0,0,0,1.16,77,58,232,0,0.39,-1,-1,-1,17
Iván Amores Alonso,23,864716400,La Liga,2019/2020,Midfielder,Leganés,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Iván Cuéllar,36,454489200,La Liga,2019/2020,Goalkeeper,Leganés,2430,1170,1260,Spain,27,13,14,0,0,0,0,0,0,0,0,8,4,4,32,18,14,4,1,0,0,0,0,0,0,1.19,76,90,608,0,0.15,282,369,92,23
Iván López Cristóbal,22,902559600,La Liga,2019/2020,Defender,Leganés,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Iván Martín Núñez,21,918979200,La Liga,2019/2020,Midfielder,Villarreal,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ivan Rakitić,32,573984000,La Liga,2019/2020,Midfielder,FC Barcelona,1584,908,676,Croatia,31,15,16,1,1,0,3,3,0,0,0,14,8,6,12,5,7,5,0,0.23,0.17,0.06,0.1,0,1584,0.68,132,51,317,528,0.28,208,67,-1,13
Iván Ramis,36,467535600,La Liga,2019/2020,Defender,SD Eibar,459,125,334,Spain,7,3,4,1,1,0,0,0,0,0,0,1,0,1,10,2,8,1,0,0.2,0,0.2,0.72,0,459,1.96,46,66,459,0,0.2,89,359,178,13
Ivan Šaponjić,23,870505200,La Liga,2019/2020,Forward,Atlético Madrid,4,2,2,Serbia,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,30
Iván Villar Martínez,23,868431600,La Liga,2019/2020,Goalkeeper,Celta de Vigo,279,99,180,Spain,4,2,2,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,1.29,70,70,0,0,0,420,399,116,20
Jacobo González Rodrigañez,23,859276800,La Liga,2019/2020,Midfielder,Celta de Vigo,83,81,2,Spain,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,2.17,42,42,83,0,1.08,-1,-1,-1,30
Jaime Mata Arnaiz,32,593679600,La Liga,2019/2020,Forward,Getafe CF,2759,1283,1476,Spain,34,17,17,11,4,7,3,2,1,3,1,13,7,6,23,10,13,14,0,0.46,0.1,0.36,0.28,0.43,251,0.75,120,81,197,920,0.46,32,127,-1,1
James Rodriguez,29,679302000,La Liga,2019/2020,Midfielder,Real Madrid,419,162,257,Colombia,8,4,4,1,1,0,1,1,0,0,0,3,1,2,3,2,1,1,0,0.43,0.21,0.21,0.56,0,419,0.64,140,52,419,419,0.21,83,43,-1,16
Jan Oblak,27,726393600,La Liga,2019/2020,Goalkeeper,Atlético Madrid,3396,1710,1686,Slovenia,38,19,19,0,0,0,0,0,0,0,0,17,10,7,24,10,14,0,0,0,0,0,0,0,0,0.64,142,89,0,0,0,361,389,12,20
Jason Remeseiro,26,773478000,La Liga,2019/2020,Forward,Getafe CF,1182,601,581,Spain,20,11,9,1,0,1,4,3,1,0,0,5,4,1,15,7,8,5,0,0.38,0.3,0.08,0,0.15,1182,1.14,79,59,236,296,0.38,184,13,-1,7
Jasper Cillessen,31,609231600,La Liga,2019/2020,Goalkeeper,Valencia CF,2097,1080,1017,Netherlands,24,12,12,0,0,0,1,1,0,0,0,5,4,1,26,6,20,1,0,0.04,0.04,0,0,0,0,1.12,81,87,2097,2097,0.04,341,219,76,20
Jaume Costa,32,574675200,La Liga,2019/2020,Defender,Valencia CF,1390,691,699,Spain,19,10,9,0,0,0,1,1,0,0,0,5,4,1,16,6,10,4,1,0.06,0.06,0,0,0,0,1.04,87,73,278,1390,0.32,345,199,61,27
Jaume Doménech,30,657792000,La Liga,2019/2020,Goalkeeper,Valencia CF,1323,630,693,Spain,15,7,8,0,0,0,0,0,0,0,0,3,3,0,22,6,16,1,0,0,0,0,0,0,0,1.5,60,88,1323,0,0.07,316,330,156,23
Javi García,33,539769600,La Liga,2019/2020,Midfielder,Real Betis,374,108,266,Spain,8,4,4,0,0,0,0,0,0,0,0,1,0,1,6,2,4,2,0,0,0,0,0,0,0,1.44,62,47,187,0,0.48,380,437,-1,20
Javier Avilés Cortés,23,871801200,La Liga,2019/2020,Midfielder,Leganés,178,86,92,Spain,9,5,4,1,0,1,1,0,1,0,0,3,1,2,2,2,0,1,0,1.01,0.51,0.51,0,0.98,178,1.01,89,20,178,178,0.51,-1,-1,-1,6
Javier Díaz Sánchez,23,863679600,La Liga,2019/2020,Goalkeeper,Sevilla FC,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier Enrique Delgado Saverio,21,929775600,La Liga,2019/2020,Forward,FC Barcelona,0,0,0,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier Eraso,30,638092800,La Liga,2019/2020,Midfielder,Leganés,817,432,385,Spain,20,11,9,0,0,0,0,0,0,0,0,6,3,3,9,5,4,3,0,0,0,0,0,0,0,0.99,91,41,272,0,0.33,294,372,-1,12
Javier Hernandez,32,581151600,La Liga,2019/2020,Forward,Sevilla FC,446,226,220,Mexico,9,5,4,1,1,0,0,0,0,0,0,3,2,1,4,1,3,0,0,0.2,0,0.2,0.4,0,446,0.81,112,50,0,0,0,91,293,-1,13
Javier Hernández Carrera,22,894092400,La Liga,2019/2020,Defender,Real Madrid,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier Jiménez García,23,858067200,La Liga,2019/2020,Defender,Valencia CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier López,34,506678400,La Liga,2019/2020,Defender,RCD Espanyol,1386,712,674,Spain,17,8,9,0,0,0,0,0,0,0,0,3,2,1,19,9,10,5,1,0,0,0,0,0,0,1.23,73,82,277,0,0.32,352,417,104,29
Javier López Carballo,18,1017043200,La Liga,2019/2020,Defender,Deportivo Alavés,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,15,90,0,0,0,-1,-1,-1,18
Javier Martínez Calvo,20,945849600,La Liga,2019/2020,Midfielder,CA Osasuna,10,10,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,18
Javier Moyano Lujano,34,509529600,La Liga,2019/2020,Defender,Real Valladolid,2231,1319,912,Spain,26,15,11,0,0,0,0,0,0,0,0,10,7,3,16,7,9,4,0,0,0,0,0,0,0,0.65,139,86,558,0,0.16,392,384,14,24
Javier Muñoz Jiménez,25,793958400,La Liga,2019/2020,Midfielder,Deportivo Alavés,53,0,53,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3.4,27,53,0,0,0,-1,-1,-1,24
Javier Ontiveros Parra,23,873788400,La Liga,2019/2020,Midfielder,Villarreal,872,262,610,Spain,30,14,16,2,2,0,1,1,0,0,0,11,6,5,11,4,7,2,0,0.31,0.1,0.21,0.69,0,436,1.14,79,29,436,872,0.21,82,132,-1,10
Javier Puado Díaz,22,896079600,La Liga,2019/2020,Forward,RCD Espanyol,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Javier Sánchez de Felipe,23,858326400,La Liga,2019/2020,Defender,Real Valladolid,497,226,271,Spain,8,3,5,0,0,0,1,1,0,0,0,2,2,0,6,1,5,1,0,0.18,0.18,0,0,0,0,1.09,83,62,497,497,0.18,309,59,70,15
Jean-Clair Todibo,20,946540800,La Liga,2019/2020,Midfielder,FC Barcelona,77,73,4,France,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,-1,-1,-1,24
Jeison Murillo,28,706950000,La Liga,2019/2020,Defender,Celta de Vigo,1529,719,810,Colombia,18,9,9,1,1,0,0,0,0,0,0,8,3,5,15,6,9,5,0,0.06,0,0.06,0.13,0,1529,0.88,102,85,306,0,0.29,202,251,35,9
Jesús Navas,34,501408000,La Liga,2019/2020,Midfielder,Sevilla FC,3370,1710,1660,Spain,38,19,19,0,0,0,7,5,2,0,0,17,9,8,31,14,17,4,0,0.19,0.19,0,0,0,0,0.83,109,89,843,481,0.11,377,53,-1,16
Jesús Ruiz Suárez,23,853833600,La Liga,2019/2020,Goalkeeper,RCD Mallorca,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jesús Vallejo Lázaro,23,852451200,La Liga,2019/2020,Defender,Granada CF,627,194,433,Spain,11,5,6,0,0,0,0,0,0,0,0,4,2,2,6,2,4,1,0,0,0,0,0,0,0,0.86,105,57,627,0,0.14,305,252,34,16
Joan Jordán,26,773478000,La Liga,2019/2020,Midfielder,Sevilla FC,2264,992,1272,Spain,34,16,18,2,0,2,2,0,2,0,0,16,8,8,14,4,10,8,0,0.16,0.08,0.08,0,0.14,1132,0.56,162,67,283,1132,0.32,182,161,-1,11
Joan Monterde Raygal,22,882432000,La Liga,2019/2020,Midfielder,Levante UD,8,8,0,Spain,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,16
João Félix Sequeira,21,942220800,La Liga,2019/2020,Forward,Atlético Madrid,1757,1034,723,Portugal,27,15,12,6,3,3,1,0,1,0,0,13,7,6,8,7,1,6,0,0.36,0.05,0.31,0.26,0.37,293,0.41,220,65,293,1757,0.31,45,207,-1,3
João Paulo Santos da Costa,24,823248000,La Liga,2019/2020,Goalkeeper,Granada CF,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joaquín,39,364546800,La Liga,2019/2020,Midfielder,Real Betis,2071,1147,924,Spain,34,18,16,8,7,1,3,3,0,2,1,4,2,2,33,16,17,4,0,0.48,0.13,0.35,0.55,0.1,259,1.43,63,61,518,690,0.17,36,104,-1,2
Joaquín Fernández Moreno,24,833526000,La Liga,2019/2020,Midfielder,Real Valladolid,1661,942,719,Spain,20,11,9,2,2,0,0,0,0,0,0,8,5,3,20,8,12,9,0,0.11,0,0.11,0.19,0,831,1.08,83,83,185,0,0.49,149,388,-1,7
Joaquín José Marín Ruiz,31,622623600,La Liga,2019/2020,Defender,Granada CF,716,222,494,Spain,10,4,6,0,0,0,0,0,0,0,0,3,1,2,11,3,8,2,0,0,0,0,0,0,0,1.38,65,72,358,0,0.25,416,336,133,26
Joel Robles Blázquez,30,645606000,La Liga,2019/2020,Goalkeeper,Real Betis,2888,1448,1440,Spain,33,17,16,0,0,0,0,0,0,0,0,5,2,3,45,22,23,4,1,0,0,0,0,0,0,1.4,64,88,578,0,0.16,375,435,136,16
John Guidetti,28,703321200,La Liga,2019/2020,Forward,Deportivo Alavés,93,58,35,Sweden,5,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,26
Jokin Ezkieta Mendiburu,24,840265200,La Liga,2019/2020,Goalkeeper,Athletic Club Bilbao,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jon Moncayola Tollar,22,895042800,La Liga,2019/2020,Midfielder,CA Osasuna,1489,505,984,Spain,27,13,14,1,0,1,0,0,0,0,0,7,4,3,20,8,12,4,0,0.06,0,0.06,0,0.09,1489,1.21,74,55,372,0,0.24,210,322,-1,17
Jon Pacheco Dozagarat,19,978940800,La Liga,2019/2020,Defender,Real Sociedad,78,0,78,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.15,78,78,0,0,0,-1,-1,-1,26
Jon Sillero Monreal,22,895993200,La Liga,2019/2020,Defender,Athletic Club Bilbao,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonathan Calleri,27,748767600,La Liga,2019/2020,Forward,RCD Espanyol,1817,989,828,Argentina,27,15,12,1,1,0,3,0,3,0,0,3,2,1,31,18,13,6,1,0.2,0.15,0.05,0.09,0,1817,1.54,59,67,303,606,0.3,227,81,-1,11
Jonathan Cristian Silva,26,772873200,La Liga,2019/2020,Defender,Leganés,2787,1463,1324,Argentina,33,17,16,1,0,1,2,2,0,0,0,8,5,3,42,23,19,14,1,0.1,0.06,0.03,0,0.07,2787,1.36,66,84,186,1394,0.48,256,198,129,10
Jordi Alba,31,606470400,La Liga,2019/2020,Defender,FC Barcelona,2190,1012,1178,Spain,27,13,14,2,1,1,5,0,5,0,0,10,5,5,19,7,12,7,0,0.29,0.21,0.08,0.09,0.08,1095,0.78,115,81,313,438,0.29,176,41,22,9
Jordi Masip López,31,599817600,La Liga,2019/2020,Goalkeeper,Real Valladolid,3150,1620,1530,Spain,35,18,17,0,0,0,0,0,0,0,0,11,7,4,34,12,22,2,0,0,0,0,0,0,0,0.97,93,90,1575,0,0.06,391,383,51,20
